text,label,
"we're grateful for ababu choice, but give us more slots,
"2022 vote: kenya safe in mudavadi's peaceful hands, says anc women leaders  ",
shujaa succumb to argentina in opening match of sydney sevens  ,0,
adorable moment as orphaned baby elephant is welcomed to herd by new friend  ,0,
"proposed cabinet fails gender test, has only 6 women  ",
"koech, nyambura rule nyanza south x-country meeting  ",
mavoko residents protest no compensation for athi river dual carriageway  ,0,
pokots laud uhuru for proposing ex-governor kachapin as education cas  via @chaimarryann ,0,
"royale salute, samurai target chairman’s cup final berth  ",
wanjiru in the mix  ,0,
"four arrested after robbing meru businesswoman sh800,000  ",
".@ukenyatta meets un boss antonnio guterres, discuss south sudan conflict  ",
will @amb_a_mohammed fit in matiang'i shoes as education cs?  via  @nancyagutu ,0,
"shock after baby found dumped, body parts mauled by dogs in maralal  via @marwamba ",
government puts in place committees to oversee safari rally’s readmission  ,0,
losers in @ukenyatta’s new cabinet rewarded with diplomatic posts  ,0,
reactions on twitter over cabinet nominations  ,0,
shakava hopes to fit in musa’s big shoes as season gets underway  ,0,
"'resist' cap, t-shirt dealers make a killing ahead of @railaodinga's rally in homa bay  via… ",
police will kill us in numbers but we'll stay put at uhuru park - arati  ,0,
"yvonne wamalwa to be buried saturday next week, funeral committee says  ",
four causes of vaginal burning and how to ease your discomfort  ,0,
united boss mourinho not surprised by immediate sanchez impact  ,0,
altar boy jailed 12 years for raping faithful in embu church compound  ,0,
"no illegal logging in forests, says kfs  ",
[statement] how media missed the 'raila supporting ruto in 2022' joke  ,0,
.@mikesonko  launches nairobi city beautification project  ,0,
"man injured, truck torched after two communities clash in isinya  via @kmarindany ",
"three killed, goats stolen after suspected pokot bandits attack turkana village  ",
chief administrative secretaries: was uhuru rewarding 2017 election backers?  via… ,0,
battle of giants  ,0,
body collection time at knh to change after rape claims  ,0,
"corridors of power: a top jubilee operative is concerned that the heaps of rocks, stones and other building materia… ",
igad denounces south sudan opposition leaders  via @eliudkibii ,0,
uhuru cabinet fails constitutional gender test again  via @olickfelix ,0,
in today's star: uhuru cabinet fails gender test  ,0,
"congo's kabila denies violence against protesters, silent on election date  ",
president kenyatta arrives in addis ababa for au summit  ,0,
annitah raey traumatised after three hours with carjackers  @annitahraey ,0,
politicians less likely to be jailed – survey  via @rrajab ,0,
kalonzo wins against ngos board’s bid to freeze accounts  ,0,
lamu schools to be reopened after four years  ,0,
"swearing-in will fuel violence, nasa told  ",
"tatu city roars to life as school opens, industries start work  ",
kenha contractor arrested for bringing down moi girls isinya gate  ,0,
kennedy buhere: education makes us our own masters  ,0,
social byte: mishi trashes pierra makena online  ,0,
technology will not steal your jobs - melinda gates  via @jomunji ,0,
kiambu cop accused of renting gun to criminals surrenders  ,0,
we’d have lost millions if we ended jambopay deal – sonko  ,0,
"amina, tobiko,
governors applaud pioneer county bosses on cabinet nominations  via @aliwamoses #uhurucabinet ,0,
"cops sabotaging alcohol crackdown, says police boss  ",
cotu hails uhuru for naming ukur yattani as substantive labour cs  via @aliwamoses… ,0,
[statement] chief administrative secretaries will coordinate ministry affairs - uhuru  ,0,
i never called for rapists to be freed - wamuchomba  ,0,
"let’s talk ban over and organise boda boda operations, riders urge governor  ",
patients treated under a tree by sole heroic nurse in tiaty  ,0,
tourists cancel bookings as lamu stricken by attacks  ,0,
"uhuru sacks mailu, kaimenyi,
list of uhuru's cabinet nominees  via @nancyagutu #uhurucabinet ,0,
"marshes, naivasha and nakuru lakes in danger  ",
"uhuru nominates shebesh, munya,
"nasa poll results misleading, a non-existent reality,
"rt @thestarbreaking: president kenyatta creates position of chief administrative secretary, nominates seven former cabinet secretaries as a…",
fisherman shot dead in kerio valley bandit attack  ,0,
"focus energies on growth, not wrangles,
"court rejects munyes' bid for turkana vote recount, scrutiny  ",
kiambu cop charged with renting guns to criminals  ,0,
tana river: court dismisses governor godhana's petition with sh2m cost  ,0,
"ivory coast seizes $800 million haul of elephant tusks, pangolin scales  ",
lamu police hunt unreported returnees 'spying for al shabaab'  ,0,
zimbabwe university releases grace mugabe's phd thesis  ,0,
"raila oath will show world that africa is a shithole, says @dralfredmutua  ",
"nasa claims raila got 8.1 million votes, met 50% plus one condition  via @vidijapatrick ",
agency to protect witnesses in knh rape claims  via @faymatete ,0,
"the making of michael @ogadaolunga , the history maker  via @bryoshavin ",
samsung smartphone with dual messenger launches in kenya  ,0,
"trump seeks $25 billion for border wall, offers 'dreamer' citizenship  ",
city markets face closure over use of plastic bags  via @muhindi_suu ,0,
pete ondeng: what does it mean to be kenyan?  ,0,
editorial cartoon: #liberia #georgeweah old habits die hard... via @ndula_victor ,0,
omtatah writes to maraga protesting delay in hearing of an election petition  via… ,0,
"court video conferencing will start in june to cut costs, risks - maraga  via @vidijapatrick ",
govt to raise local revenue to 25% to curb external borrowing  via @itsamadala ,0,
letter asking judges to avoid raila swearing-in is fake - @dkmaraga   via @nancyagutu ,0,
"no evidence of rape at knh, lily koros tells parliament  via @nancyagutu ",
nasa releases elections dossier that 'validates' raila swearing-in  via @nancyagutu ,0,
"rt @thestarbreaking: nasa presents report on august 8 election results, on which raila odinga's january 30 swearing-in will be based. ",
patients treated under a tree by sole heroic nurse in tiaty  via @kangogojk1 ,0,
"three notorious lamu drug dealers out on sh250,000 bond each  via @ppcheti ",
"kibaki mourns yvonne wamalwa as selfless, dedicated woman  via @nancyagutu ",
julius kimani: kws well on the path to recovery  ,0,
"ole lenku won fairly, metito says after petition 'fails miserably'  via @kmarindany ",
big read: are uhuru top cop picks a drawback to police independence?   via @joseph_ndunda ,0,
corridors of power: is nairobi senator johnson sakaja planning to jump ship to nasa?  ,0,
presbyterian university calls urgent meeting as 300 face job loss  via @geomugoh ,0,
intrigues behind the sh6billion maize subsidy programme  via @bwasuna ,0,
"august election results irrelevant, uhuru tells raila on oath plan  via @nancyagutu ",
ol kalou villagers storm assistant chief's home after defilement claims  via @ndichuwainaina ,0,
star editorial: mps’ allowances: uhuru should stick to his guns  ,0,
record-breaking ethiopians take first 10 spots in dubai marathon  ,0,
"cops sabotaging alcohol crackdown, says police boss  via @ndichuwainaina ",
mps’ pay ‘not backdated to date of oath’  via @jamesmurymy ,0,
yvonne wamalwa ‘stood out in her service to kenya’  via @nancyagutu ,0,
imf boss welcomes mnangagwa's promises for zimbabwe economy  ,0,
high debt leaves local economy at risk -afdb  via @muhindi_suu ,0,
silas tiren: farmers and consumers are exploited by cartels  ,0,
"only god can save kenya, kalonzo says after 'many dialogue pleas'  via @nzengumj ",
dawood reaches out to rival after court upholds north imenti election  ,0,
vote: should dp ruto back raila's push for electoral reforms? #starsurvey,0,
row erupts over subsidised maize from ‘mexico’ deal  via @bwasuna ,0,
trump threatens to withhold palestinian aid if they don't negotiate with israel  ,0,
"in today's star: row erupts over subsidised maize from ‘mexico’ deal,,
 ",,
hiv self-testing won’t lead to violence - study  ,0,
m-tiba makes sh205 million in medical payouts in two years  ,0,
"i stole brother’s food to feed hungry family, man pleads  ",
my life is a roller coaster: @shaffieweru introduces new ‘bae’  #adelleandshaffieonkiss… ,0,
"poor kids, pregnant girls who left school to get certificates  ",
"family cries for justice after sh100,000 is stolen in ‘police’ raid  ",
chikungunya: locals say spray has failed  ,0,
locals cover 90km in search of network  ,0,
is it finally over between diamond and zari?  ,0,
new transmission line installed on kisii-awendo path  ,0,
"nation distribution cars caught ferrying charcoal in kitui, residents blow whistle  ",
"launch drones to monitor shabaab activities, state told  ",
kibisu kabatesi: populist policies ruin education  ,0,
mulembe nation should unite to take over state house in 2022 - wangamati  ,0,
three murang'a masons killed after 17-foot trench collapses  ,0,
"luhyas should chart their own path for 2022 out of nasa, jirongo says  ",
shock as nyeri village thieves dig grave in attempt to steal coffin  ,0,
nema warns manufacturers of plastic bottles ban  ,0,
solvit security guards charged with murder of nyali banker  ,0,
"you need my support to win the presidency, raila tells dp ruto  ",
"uhuru seeks deeper ties with sudan for tea exports, low-cost sugar tips  ",
fourteen poorest counties to get sh8.4bn from equalisation fund  ,0,
"mobile clinics will be fully rolled out in july, says mailu  ",
"state starving counties, holds on to key devolved roles — @kenyagovernors  ",
"court upholds sonko's boda boda ban, asks jaguar to serve governor  ",
kenya praised for most 'gay-friendly' budget in sh38bn global fund grant  ,0,
jkia grounds five aeroplanes for illegal cargo operations  via @vidijapatrick ,0,
marine cargo insurance yet to set sail in hazy execution law  ,0,
nasa to hold raila pre-oath fete in homa bay on saturday  ,0,
rt @thestarbreaking: five planes grounded at jomo kenyatta international airport for illegal cargo operations. ,0,
"omar cut a deal with joho to drop divisive petition, say allies  ",
"name full cabinet now, dp chairman kioni urges uhuru  ",
"cartels are fighting back to tarnish our brand and bring governor sonko down, srt leader says… ",
"respect the presidency, drop raila oath plan,
"house yet to receive cabinet nominees list, speaker justin muturi says  via @jamesmurymy ",
mps urge uhuru to form ministry for special interest groups  ,0,
currency dealer sued but dci smells extortion plot  ,0,
mombasa speaker wants marwa joined in defamation suit     via @malemba_mkongo ,0,
"[video] cup causes chaos at jamhuri high, christians,
"deya to stay in kamiti until child theft case ends, sh1m bond quashed  ",
"court upholds magarini mp election, slaps petitioner with sh3m cost  via @alphonce2011 ",
court overturns ngo board's freeze on kalonzo musyoka foundation accounts  via @mainacarole ,0,
stranded baby elephant rescued from crocodile-infested ewaso nyiro river  ,0,
"toe the line or leave the party, murathe tells rebel jubilee mps  #jubileerebelmps ",
muturi defends mps' demand for hefty allowances  via @vidijapatrick ,0,
wycliffe muga: tea and the economic impact of faraway events  @mugawycliffe ,0,
taxpayers outraged by mps hefty mileage allowances  ,0,
eldoret man wants share of biwott’s estate over debts  ,0,
kenya's road accidents headache: why quick solutions must be found  via @nancyagutu ,0,
german cops search tanzanian over murder of kenyan nurse  ,0,
